source,company,title,text,url,published_at,timestamp,mention_count,sentiment_score,sentiment_label,score,raw_json
news,Stability AI,Stability AI wins major contract for computer vision implementation,"Stability AI wins major contract for computer vision implementation. Stability AI continues to innovate in the computer vision space, with industry analysts noting significant progress in recent developments. The company's strategic focus on computer vision technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/ai/stability-ai/3837,2025-08-25T21:53:03.423104Z,1756138983,124,-0.292,negative,42,"{""domain"": ""ai"", ""processed_at"": ""2025-10-06T21:11:03.423104"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 251, ""shares"": 101, ""comments"": 12}}"
news,DeepMind,DeepMind partners with major tech firms on machine learning initiative,"DeepMind partners with major tech firms on machine learning initiative. DeepMind continues to innovate in the machine learning space, with industry analysts noting significant progress in recent developments. The company's strategic focus on machine learning technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/ai/deepmind/6682,2025-08-21T16:22:03.423104Z,1755773523,110,0.049,neutral,103,"{""domain"": ""ai"", ""processed_at"": ""2025-10-06T21:11:03.424103"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 284, ""shares"": 157, ""comments"": 99}}"
news,Stability AI,Stability AI announces breakthrough in robotics technology,"Stability AI announces breakthrough in robotics technology. Stability AI continues to innovate in the robotics space, with industry analysts noting significant progress in recent developments. The company's strategic focus on robotics technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/ai/stability-ai/8487,2025-08-23T21:48:03.423104Z,1755965883,48,-0.547,negative,98,"{""domain"": ""ai"", ""processed_at"": ""2025-10-06T21:11:03.424103"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 814, ""shares"": 454, ""comments"": 149}}"
news,OpenAI,OpenAI raises $100M for robotics research and development,"OpenAI raises $100M for robotics research and development. OpenAI continues to innovate in the robotics space, with industry analysts noting significant progress in recent developments. The company's strategic focus on robotics technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/ai/openai/5356,2025-08-06T20:49:03.423104Z,1754493543,19,0.33,positive,43,"{""domain"": ""ai"", ""processed_at"": ""2025-10-06T21:11:03.425108"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 238, ""shares"": 317, ""comments"": 106}}"
news,DeepMind,DeepMind wins major contract for deep learning implementation,"DeepMind wins major contract for deep learning implementation. DeepMind continues to innovate in the deep learning space, with industry analysts noting significant progress in recent developments. The company's strategic focus on deep learning technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/ai/deepmind/9193,2025-07-25T08:41:03.423104Z,1753413063,80,0.206,neutral,64,"{""domain"": ""ai"", ""processed_at"": ""2025-10-06T21:11:03.425108"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 287, ""shares"": 181, ""comments"": 176}}"
news,Stability AI,Stability AI acquires startup specializing in deep learning,"Stability AI acquires startup specializing in deep learning. Stability AI continues to innovate in the deep learning space, with industry analysts noting significant progress in recent developments. The company's strategic focus on deep learning technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/ai/stability-ai/1309,2025-07-23T18:30:03.423104Z,1753275603,135,0.608,positive,56,"{""domain"": ""ai"", ""processed_at"": ""2025-10-06T21:11:03.425108"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 987, ""shares"": 467, ""comments"": 52}}"
news,Stability AI,Stability AI acquires startup specializing in NLP,"Stability AI acquires startup specializing in NLP. Stability AI continues to innovate in the NLP space, with industry analysts noting significant progress in recent developments. The company's strategic focus on NLP technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/ai/stability-ai/8402,2025-09-18T02:52:03.423104Z,1758144123,19,0.179,neutral,22,"{""domain"": ""ai"", ""processed_at"": ""2025-10-06T21:11:03.425108"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 813, ""shares"": 476, ""comments"": 81}}"
news,DeepMind,DeepMind announces breakthrough in AI technology,"DeepMind announces breakthrough in AI technology. DeepMind continues to innovate in the AI space, with industry analysts noting significant progress in recent developments. The company's strategic focus on AI technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/ai/deepmind/3022,2025-09-21T23:21:03.423104Z,1758477063,67,0.244,neutral,71,"{""domain"": ""ai"", ""processed_at"": ""2025-10-06T21:11:03.425108"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 270, ""shares"": 416, ""comments"": 115}}"
news,Anthropic,Anthropic collaborates with universities on artificial intelligence research,"Anthropic collaborates with universities on artificial intelligence research. Anthropic continues to innovate in the artificial intelligence space, with industry analysts noting significant progress in recent developments. The company's strategic focus on artificial intelligence technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/ai/anthropic/5470,2025-09-12T16:18:03.423104Z,1757674083,99,0.093,neutral,14,"{""domain"": ""ai"", ""processed_at"": ""2025-10-06T21:11:03.425108"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 69, ""shares"": 12, ""comments"": 62}}"
news,DeepMind,DeepMind wins major contract for deep learning implementation,"DeepMind wins major contract for deep learning implementation. DeepMind continues to innovate in the deep learning space, with industry analysts noting significant progress in recent developments. The company's strategic focus on deep learning technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/ai/deepmind/2091,2025-08-13T06:59:03.423104Z,1755048543,16,-0.17,neutral,54,"{""domain"": ""ai"", ""processed_at"": ""2025-10-06T21:11:03.425108"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 242, ""shares"": 145, ""comments"": 43}}"
