source,company,title,text,url,published_at,timestamp,mention_count,sentiment_score,sentiment_label,score,raw_json
news,Chainalysis,Chainalysis CEO discusses future of blockchain at tech conference,"Chainalysis CEO discusses future of blockchain at tech conference. Chainalysis continues to innovate in the blockchain space, with industry analysts noting significant progress in recent developments. The company's strategic focus on blockchain technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/web3/chainalysis/5669,2025-09-25T15:43:03.456102Z,1758795183,94,0.129,neutral,11,"{""domain"": ""web3"", ""processed_at"": ""2025-10-06T21:11:03.456102"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 552, ""shares"": 35, ""comments"": 184}}"
news,Binance,Binance CEO discusses future of ethereum at tech conference,"Binance CEO discusses future of ethereum at tech conference. Binance continues to innovate in the ethereum space, with industry analysts noting significant progress in recent developments. The company's strategic focus on ethereum technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/web3/binance/4514,2025-09-07T14:34:03.456102Z,1757235843,60,-0.071,neutral,112,"{""domain"": ""web3"", ""processed_at"": ""2025-10-06T21:11:03.456102"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 463, ""shares"": 116, ""comments"": 34}}"
news,ConsenSys,ConsenSys reports 50% growth in smart contracts sector,"ConsenSys reports 50% growth in smart contracts sector. ConsenSys continues to innovate in the smart contracts space, with industry analysts noting significant progress in recent developments. The company's strategic focus on smart contracts technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/web3/consensys/2310,2025-07-20T10:05:03.456102Z,1752986103,75,0.294,positive,96,"{""domain"": ""web3"", ""processed_at"": ""2025-10-06T21:11:03.456102"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 733, ""shares"": 500, ""comments"": 187}}"
news,Binance,Binance wins major contract for DeFi implementation,"Binance wins major contract for DeFi implementation. Binance continues to innovate in the DeFi space, with industry analysts noting significant progress in recent developments. The company's strategic focus on DeFi technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/web3/binance/1152,2025-08-29T09:12:03.456102Z,1756438923,121,0.472,positive,93,"{""domain"": ""web3"", ""processed_at"": ""2025-10-06T21:11:03.456102"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 840, ""shares"": 412, ""comments"": 67}}"
news,Coinbase,Coinbase announces breakthrough in DeFi technology,"Coinbase announces breakthrough in DeFi technology. Coinbase continues to innovate in the DeFi space, with industry analysts noting significant progress in recent developments. The company's strategic focus on DeFi technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/web3/coinbase/3708,2025-07-21T02:28:03.456102Z,1753045083,40,-0.577,negative,118,"{""domain"": ""web3"", ""processed_at"": ""2025-10-06T21:11:03.456102"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 367, ""shares"": 306, ""comments"": 43}}"
news,Polygon Labs,Polygon Labs releases open-source tokenization framework,"Polygon Labs releases open-source tokenization framework. Polygon Labs continues to innovate in the tokenization space, with industry analysts noting significant progress in recent developments. The company's strategic focus on tokenization technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/web3/polygon-labs/8142,2025-10-03T17:16:03.456102Z,1759491963,106,-0.133,neutral,326,"{""domain"": ""web3"", ""processed_at"": ""2025-10-06T21:11:03.456102"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 823, ""shares"": 66, ""comments"": 115}}"
news,Polygon Labs,Polygon Labs wins major contract for blockchain implementation,"Polygon Labs wins major contract for blockchain implementation. Polygon Labs continues to innovate in the blockchain space, with industry analysts noting significant progress in recent developments. The company's strategic focus on blockchain technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/web3/polygon-labs/7095,2025-07-16T23:22:03.456102Z,1752688323,137,-0.266,negative,49,"{""domain"": ""web3"", ""processed_at"": ""2025-10-06T21:11:03.457098"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 186, ""shares"": 430, ""comments"": 103}}"
news,ConsenSys,ConsenSys stock surges after decentralized product launch,"ConsenSys stock surges after decentralized product launch. ConsenSys continues to innovate in the decentralized space, with industry analysts noting significant progress in recent developments. The company's strategic focus on decentralized technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/web3/consensys/4955,2025-07-27T03:58:03.456102Z,1753568883,63,-0.489,negative,49,"{""domain"": ""web3"", ""processed_at"": ""2025-10-06T21:11:03.457098"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 332, ""shares"": 150, ""comments"": 72}}"
news,Chainalysis,Chainalysis releases open-source decentralized framework,"Chainalysis releases open-source decentralized framework. Chainalysis continues to innovate in the decentralized space, with industry analysts noting significant progress in recent developments. The company's strategic focus on decentralized technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/web3/chainalysis/5840,2025-09-16T02:07:03.456102Z,1757968623,58,-0.032,neutral,391,"{""domain"": ""web3"", ""processed_at"": ""2025-10-06T21:11:03.457098"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 292, ""shares"": 86, ""comments"": 105}}"
news,Binance,Binance CEO discusses future of ethereum at tech conference,"Binance CEO discusses future of ethereum at tech conference. Binance continues to innovate in the ethereum space, with industry analysts noting significant progress in recent developments. The company's strategic focus on ethereum technology positions it well for future growth in this rapidly evolving market.",https://example-news.com/web3/binance/1105,2025-08-11T08:55:03.456102Z,1754882703,47,-0.534,negative,76,"{""domain"": ""web3"", ""processed_at"": ""2025-10-06T21:11:03.457098"", ""source_type"": ""news"", ""engagement_metrics"": {""likes"": 223, ""shares"": 421, ""comments"": 71}}"
